Date,Open,High,Low,Close,Adj Close,Volume,SMA,EMA,RSI,EMA_12,EMA_26,MACD,MACD_Signal,Signal,Position,Stock_Returns,Strategy_Returns,Cumulative_Stock_Returns,Cumulative_Strategy_Returns
2000-12-05,40.625,44.0,39.875,44.0,26.461427688598633,12795600,39.36875,39.9691517749708,,39.9691517749708,39.35101550867642,0.6181362662943783,0.2810241941455272,0,1.0,0.07975460122699385,0.07975460122699385,0.25266903914590744,0.07778993942842427
2000-12-06,45.75,45.8125,44.25,45.0625,27.10040283203125,18096600,40.05,40.752743809590676,,40.752743809590676,39.77408843395965,0.9786553756310283,0.42055043044262747,0,1.0,0.024147727272727293,0.024147727272727293,0.2829181494661921,0.10381611694303117
2000-12-07,45.0625,46.0625,44.5625,44.9375,27.025236129760742,10976300,40.86875,41.396552454269035,,41.396552454269035,40.15656336477745,1.239989089491587,0.5844381622524194,0,1.0,-0.00277392510402219,-0.00277392510402219,0.27935943060498203,0.10075421370601867
2000-12-08,45.9375,47.4375,45.25,47.25,28.41596221923828,10211000,41.84375,42.29708284591996,,42.29708284591996,40.68200311553468,1.6150797303852826,0.7905664758789921,0,1.0,0.05146036161335177,0.05146036161335177,0.3451957295373662,0.157399423590751
2000-12-11,45.9375,47.0625,44.875,45.125,27.137985229492188,9399800,42.48125,42.73214702347074,,42.73214702347074,41.01111399586544,1.7210330276052943,0.9766597862242525,0,1.0,-0.044973544973545,-0.044973544973545,0.2846975088967969,0.1053470685615372
2000-12-12,44.5,45.5,44.375,45.0,27.06282615661621,6589300,43.025,43.081047481398315,,43.081047481398315,41.30658703320875,1.774460448189565,1.1362199186173152,0,1.0,-0.0027700831024930483,-0.0027700831024930483,0.28113879003558706,0.1022851653245247
2000-12-13,45.125,45.375,44.125,45.1875,27.175573348999023,6351200,43.54375,43.405117099644734,,43.405117099644734,41.59406206778588,1.8110550318588565,1.2711869412656236,0,1.0,0.004166666666666652,0.004166666666666652,0.28647686832740193,0.10687802018004344
2000-12-14,44.625,44.9375,43.75,43.875,26.3862361907959,5402100,44.0125,43.477406776622466,,43.477406776622466,41.763020433135075,1.7143863434873907,1.3598268217099772,0,1.0,-0.02904564315352698,-0.02904564315352698,0.24911032028469737,0.07472803619141155
2000-12-15,42.25,42.75,41.375,41.9375,25.221054077148438,11467700,44.3125,43.240498041757476,,43.240498041757476,41.77594484549544,1.4645531962620382,1.3807720966203894,0,1.0,-0.04415954415954415,-0.04415954415954415,0.19395017793594294,0.027268536017716727
2000-12-18,43.3125,44.625,43.25,44.125,26.536596298217773,7372200,44.65,43.37657526610248,,43.37657526610248,41.9499489310143,1.42662633508818,1.3899429443139475,0,1.0,0.05216095380029806,0.05216095380029806,0.2562277580071173,0.08085184266543677
2000-12-19,44.5,44.6875,42.4375,42.625,25.634510040283203,7366700,44.5125,43.26094830208671,,43.26094830208671,41.999952713902125,1.260995588184585,1.3641534730880749,-1,1.0,-0.03399433427762044,-0.03399433427762044,0.21352313167259762,0.04410900382128591
2000-12-20,41.25,42.0,40.1875,41.125,24.73240089416504,7784300,44.11875,42.93234087099645,,42.93234087099645,41.93514140176123,0.9971994692352197,1.2907626723175039,0,-1.0,-0.035190615835777095,0.035190615835777095,0.17081850533807819,0.08085184266543677
2000-12-21,41.0625,44.125,41.0,42.875,25.78485107421875,10168700,43.9125,42.92351919853546,,42.92351919853546,42.00476055718632,0.918758641349136,1.2163618661238305,0,-1.0,0.042553191489361764,-0.042553191489361764,0.22064056939501775,0.034858147232864845
2000-12-22,42.875,44.25,40.0,41.625,25.033109664916992,10621200,43.35,42.72374701414539,,42.72374701414539,41.97663014554289,0.7471168686024967,1.1225128666195638,0,-1.0,-0.029154518950437303,0.029154518950437303,0.18505338078291822,0.06502893869737991
2000-12-26,41.25,41.9375,40.0,40.6875,24.46929931640625,6407000,42.90625,42.41047824273841,,42.41047824273841,41.881139023650825,0.5293392190875821,1.0038781371131675,0,-1.0,-0.022522522522522515,0.022522522522522515,0.1583629893238434,0.08901607695632996
2000-12-27,40.75,43.1875,40.625,42.75,25.709686279296875,7302000,42.68125,42.46271235924019,,42.46271235924019,41.945499095972984,0.5172132632672088,0.9065451623439759,0,-1.0,0.05069124423963123,-0.05069124423963123,0.21708185053380769,0.03381249701845168
2000-12-28,43.0,44.4375,42.8125,43.625,26.23590087890625,4983300,42.525,42.64152584243401,,42.64152584243401,42.06990657034535,0.5716192720886539,0.8395599842929116,0,-1.0,0.020467836257309857,-0.020467836257309857,0.24199288256227725,0.012652592108717275
2000-12-29,43.6875,46.9375,43.625,45.6875,27.476276397705078,7949100,42.70625,43.11013725129031,,43.11013725129031,42.33787645402347,0.7722607972668385,0.826100146887697,0,-1.0,0.04727793696275073,-0.04727793696275073,0.30071174377224175,-0.03522353330616479
2001-01-02,45.6875,46.3125,44.625,45.5625,27.40109634399414,6497200,43.06875,43.48742382801488,,43.48742382801488,42.57673745742914,0.9106863705857435,0.8430173916273064,1,-1.0,-0.002735978112175075,0.002735978112175075,0.2971530249110319,-0.0325839260101487
2001-01-03,45.5625,51.5,45.0625,51.4375,30.93429183959961,17594900,43.8,44.71051246985875,,44.71051246985875,43.23309023836031,1.477422231498437,0.9698983596015327,0,1.0,0.12894375857338813,0.12894375857338813,0.4644128113879,0.09215833867441359
2001-01-04,49.8125,52.5,49.625,51.6875,31.084651947021484,15560100,44.70625,45.78389516680356,,45.78389516680356,43.859342813296585,1.924552353506975,1.1608291583826214,0,1.0,0.004860267314702238,0.004860267314702238,0.47153024911031993,0.0974665201503524
2001-01-05,50.0,50.5625,49.3125,49.75,29.919450759887695,8803200,45.56875,46.394065141141475,,46.394065141141475,44.29568779008943,2.0983773510520436,1.3483387969165057,0,1.0,-0.037484885126964906,-0.037484885126964906,0.4163701067615655,0.056328113711826555
2001-01-08,49.5,49.5,47.0,47.6875,28.679067611694336,7037800,46.05,46.5930551194274,,46.5930551194274,44.546933138971696,2.046121980455702,1.487895433624345,0,1.0,-0.041457286432160845,-0.041457286432160845,0.357651245551601,0.012535616535331195
2001-01-09,47.5625,47.75,44.9375,45.875,27.589038848876953,8026000,46.475,46.48258510105395,,46.48258510105395,44.645308462010824,1.8372766390431252,1.5577716747081012,0,1.0,-0.038007863695937116,-0.038007863695937116,0.3060498220640564,-0.025948699165225353
2001-01-10,45.8125,47.5625,45.0,47.4375,28.52872085571289,7515900,47.15,46.62949508550719,,46.62949508550719,44.852137464824835,1.777357620682352,1.6016888639029516,0,1.0,0.034059945504087086,0.034059945504087086,0.35053380782918087,0.007227435059392162
2001-01-11,47.8125,49.5,47.5,49.0625,29.505983352661133,6131600,47.78125,47.003803533890704,,47.003803533890704,45.16401617113411,1.8397873627565957,1.6493085636736806,0,1.0,0.03425559947299073,0.03425559947299073,0.39679715302491037,0.04173061465299455
2001-01-12,49.0625,50.25,49.0625,49.125,29.543588638305664,8391900,48.33125,47.33014145175367,,47.33014145175367,45.45742238067972,1.872719071073945,1.6939906651537335,0,1.0,0.001273885350318471,0.001273885350318471,0.3985765124555154,0.043057660021979194
2001-01-16,48.75,49.125,47.625,48.875,29.393226623535156,5983700,48.65,47.56781199763772,,47.56781199763772,45.710576278407146,1.857235719230573,1.7266396759691016,0,1.0,-0.0050890585241730735,-0.0050890585241730735,0.3914590747330955,0.03774947854604038
2001-01-17,47.875,48.625,46.0625,46.375,27.889739990234375,8951500,48.73125,47.38430245953961,,47.38430245953961,45.75979285037698,1.6245096091626294,1.7062136626078073,-1,1.0,-0.051150895140664954,-0.051150895140664954,0.3202846975088962,-0.015332336213347841
2001-01-18,46.5,47.125,44.125,44.25,26.61176300048828,12073100,48.0125,46.902102081148904,,46.902102081148904,45.647956342941654,1.2541457382072494,1.6158000777276957,0,-1.0,-0.04582210242587603,0.04582210242587603,0.2597864768683269,0.029787206332132277
2001-01-19,41.75,43.0,41.0,41.0,24.6572265625,34361100,46.94375,45.99408637635676,,45.99408637635676,45.30366328050153,0.6904230958552304,1.4307246813532029,0,-1.0,-0.07344632768361581,0.07344632768361581,0.1672597864768679,0.1054212949327975
2001-01-22,42.0,43.9375,40.9375,43.75,26.311073303222656,15010000,46.34375,45.64884231845572,,45.64884231845572,45.18857711157549,0.46026520688023,1.2366327864586084,0,-1.0,0.06707317073170738,-0.06707317073170738,0.2455516014234871,0.03127718368730492
2001-01-23,43.625,44.875,42.75,44.75,26.912471771240234,8310800,46.05,45.51055888484715,,45.51055888484715,45.15608991812546,0.35446896672169004,1.060200022511225,0,-1.0,0.02285714285714291,-0.02285714285714291,0.27402135231316693,0.007705133774452255
2001-01-24,44.8125,45.375,44.375,45.0625,27.10040283203125,7287500,45.96875,45.441626748716814,,45.441626748716814,45.14915733159765,0.29246941711916463,0.9066539014328129,0,-1.0,0.006983240223463749,-0.006983240223463749,0.28291814946619187,0.0006680867508874755
2001-01-25,45.375,46.0625,44.1875,46.0,27.664207458496094,9890400,45.825,45.527530325837304,,45.527530325837304,45.212182714442264,0.3153476113950404,0.7883926434252584,0,-1.0,0.020804438280166426,-0.020804438280166426,0.3096085409252667,-0.020150250698853567
2001-01-26,45.75,45.75,44.125,44.75,26.912471771240234,7185400,45.39375,45.40791027570849,,45.40791027570849,45.177946957816914,0.2299633178915741,0.6767067783185216,0,-1.0,-0.02717391304347827,0.02717391304347827,0.27402135231316693,0.00647610118432973
2001-01-29,45.29999923706055,45.970001220703125,44.5,45.5,27.36351203918457,5499900,45.03125,45.42207792559949,,45.42207792559949,45.201802738719365,0.22027518688012293,0.5854204600308418,0,-1.0,0.016759776536312776,-0.016759776536312776,0.29537366548042665,-0.010392213360658986
2001-01-30,45.75,46.38999938964844,45.43000030517578,46.0,27.664207458496094,9632700,44.74375,45.5109890139688,,45.5109890139688,45.26092846177719,0.25006055219161283,0.518348478462996,0,-1.0,0.01098901098901095,-0.01098901098901095,0.30960854092526646,-0.021267024202849538
2001-01-31,46.650001525878906,49.0,46.2599983215332,48.20000076293945,28.98728370666504,14702100,44.92625007629395,45.92468312919506,,45.92468312919506,45.47863752112254,0.4460456080725166,0.5038879043849002,0,-1.0,0.0478261035421621,-0.0478261035421621,0.3722420146032581,-0.06807600884345244
2001-02-01,47.52000045776367,48.900001525878906,47.060001373291016,48.650001525878906,29.257932662963867,8844000,45.36625022888184,46.34396288253103,,46.34396288253103,45.71355337332672,0.6304095092043127,0.5291922253487826,1,-1.0,0.009336115265903722,-0.009336115265903722,0.38505342422431,-0.07677655864395105
2001-02-02,48.650001525878906,48.650001525878906,46.56999969482422,46.88999938964844,28.199453353881836,5833100,45.95525016784668,46.42796849901063,,46.42796849901063,45.80069752268388,0.6272709763267486,0.5488079755443759,0,1.0,-0.03617681564293995,-0.03617681564293995,0.3349466018405245,-0.1101758428791294
2001-02-05,46.869998931884766,46.90999984741211,46.099998474121094,46.61000061035156,28.031076431274414,4199700,46.24125022888184,46.455973439216926,,46.455973439216926,45.86064589954815,0.5953275396687729,0.5581118883692553,0,1.0,-0.00597139652253198,-0.00597139652253198,0.3269751063445281,-0.1154893357566259
2001-02-06,47.11000061035156,47.400001525878906,45.560001373291016,45.650001525878906,27.453725814819336,4063200,46.33125038146973,46.33197776024184,,46.33197776024184,45.84504261260969,0.4869351476321526,0.5438765402218348,-1,1.0,-0.02059641862050199,-0.02059641862050199,0.2996441715552711,-0.1337070876716807
2001-02-07,45.900001525878906,46.75,45.06999969482422,45.779998779296875,27.531911849975586,5983400,46.40300025939941,46.24705791701954,,46.24705791701954,45.84022455088281,0.4068333661367305,0.516467905404814,0,-1.0,0.002847694393707245,-0.002847694393707245,0.3033451609764233,-0.1361740251414264
2001-02-08,46.0,46.25,43.58000183105469,43.9900016784668,26.45541000366211,7761100,46.20200042724609,45.899818495703734,,45.899818495703734,45.703171004777914,0.19664749092581957,0.45250382250901516,0,-1.0,-0.039099981401475525,0.039099981401475525,0.25238438942254193,-0.10239844559034483
2001-02-09,44.5,45.75,44.04999923706055,44.43000030517578,26.720029830932617,5922700,46.17000045776367,45.6736926202379,,45.6736926202379,45.60886206406665,0.06483055617125189,0.37496916924146256,0,-1.0,0.010002241644022636,-0.010002241644022636,0.26491104071674787,-0.11137647323760058
2001-02-12,44.56999969482422,45.88999938964844,44.439998626708984,45.72999954223633,27.501848220825195,5510200,46.193000411987306,45.682355223622274,,45.682355223622274,45.61783521059774,0.06452001302453425,0.31287933799807693,0,-1.0,0.029259491967842832,-0.029259491967842832,0.30192169515263534,-0.13737714618134123
2001-02-13,45.9900016784668,46.63999938964844,44.849998474121094,46.310001373291016,27.850656509399414,6083500,46.22400054931641,45.778916169725164,,45.778916169725164,45.66910677820465,0.10980939152051405,0.27226534870256436,0,-1.0,0.012683180338084021,-0.012683180338084021,0.31843420279832024,-0.14831794740007598
2001-02-14,46.75,46.869998931884766,45.13999938964844,45.720001220703125,27.495830535888672,6110300,45.97600059509277,45.769852331414086,,45.769852331414086,45.672876736908236,0.09697559450584947,0.2372073978632214,0,-1.0,-0.01274023180936823,0.01274023180936823,0.30163704542927006,-0.13746732062207445
2001-02-15,45.400001525878906,45.400001525878906,44.0,44.61000061035156,26.82826042175293,6318000,45.57200050354004,45.591413605096776,,45.591413605096776,45.59414517197811,-0.002731566881337244,0.18921960491430967,0,-1.0,-0.024278227924651175,0.024278227924651175,0.2700356045651686,-0.11652655563967707
2001-02-16,45.0,45.0,42.5,43.0,25.86003875732422,7435300,45.183000564575195,45.19273458892804,,45.19273458892804,45.4019862703501,-0.2092516814220602,0.1095253476470357,0,-1.0,-0.036090575842269046,0.036090575842269046,0.22419928825622737,-0.08464149029136003
2001-02-20,44.47999954223633,45.599998474121094,43.79999923706055,44.09000015258789,26.515544891357422,8286100,44.931000518798825,45.023083137183406,,45.023083137183406,45.30480211347882,-0.28171897629541576,0.03127648285854542,0,-1.0,0.025348840757857927,-0.025348840757857927,0.2552313210701176,-0.10784476739031446
2001-02-21,43.150001525878906,43.4900016784668,40.79999923706055,40.95000076293945,24.62717056274414,8240700,44.46100044250488,44.396455079607406,,44.396455079607406,44.982224235661086,-0.5857691560536793,-0.09213264492389953,0,-1.0,-0.07121794916719082,0.07121794916719082,0.16583632065308018,-0.04430730138507444
2001-02-22,41.5,41.5,39.900001525878906,40.0,24.055849075317383,12723600,43.8830005645752,43.72007737505242,,43.72007737505242,44.61317058857508,-0.8930932135226612,-0.2523247586436519,0,-1.0,-0.023199041397801934,0.023199041397801934,0.13879003558718828,-0.02213614690632959
2001-02-23,39.95000076293945,41.08000183105469,39.619998931884766,40.0099983215332,24.06185531616211,10725900,43.48500022888184,43.14929598220331,,43.14929598220331,44.2721948650905,-1.1228988828871849,-0.42643958349235855,0,-1.0,0.00024995803833016694,-0.00024995803833016694,0.13907468531055356,-0.022380571836802865
2001-02-26,41.0,43.869998931884766,41.0,43.75,26.311073303222656,10543400,43.417000198364256,43.24171198494127,,43.24171198494127,44.23351376397268,-0.9918017790314124,-0.5395120226001694,0,-1.0,0.09347667671492865,-0.09347667671492865,0.2455516014234873,-0.1137651870734474
2001-02-27,44.5,44.959999084472656,43.54999923706055,44.599998474121094,26.82225799560547,8935800,43.30400009155274,43.450679137122776,,43.450679137122776,44.26066077953923,-0.809981642416453,-0.5936059465634261,0,-1.0,0.01942853655133936,-0.01942853655133936,0.2697508462383229,-0.13098343252946032
2001-02-28,44.599998474121094,44.93000030517578,42.20000076293945,42.5,25.5593204498291,7979800,42.922999954223634,43.304420808334655,,43.304420808334655,44.13024146253632,-0.8258206542016637,-0.6400488880910737,0,-1.0,-0.04708516919209327,0.04708516919209327,0.20996441281138778,-0.09006564041937781
2001-03-01,42.400001525878906,42.4900016784668,40.75,41.5,24.95793914794922,7726600,42.50099983215332,43.0268176070524,,43.0268176070524,43.935408761607704,-0.9085911545553031,-0.6937573413839196,0,-1.0,-0.02352941176470591,0.02352941176470591,0.18149466192170793,-0.06865542019395143
2001-03-02,40.54999923706055,42.400001525878906,40.31999969482422,41.54999923706055,24.988004684448242,6377600,42.19499969482422,42.7996147808998,,42.7996147808998,43.75871175978939,-0.9590969788895904,-0.7468252688850539,0,-1.0,0.0012048008930252152,-0.0012048008930252152,0.18291812774549565,-0.0697775049754159
2001-03-05,41.79999923706055,41.95000076293945,41.04999923706055,41.43000030517578,24.915828704833984,4188300,42.0379997253418,42.588904861557644,,42.588904861557644,43.5862146150032,-0.9973097534455562,-0.7969221657971544,0,-1.0,-0.002888060988885277,0.002888060988885277,0.17950178804770878,-0.06709096567655193
2001-03-06,42.0,42.349998474121094,41.130001068115234,41.36000061035156,24.89777374267578,6202900,41.76499977111816,42.399842669064405,,42.399842669064405,43.4213098739179,-1.0214672048534936,-0.8418311736084223,0,-1.0,-0.001689589531947755,0.001689589531947755,0.17750891417370962,-0.0655147323378995
2001-03-07,41.45000076293945,43.900001525878906,41.40999984741211,43.70000076293945,26.306398391723633,8762300,42.03999977111816,42.59986699119903,,42.59986699119903,43.44195364347505,-0.8420866522760235,-0.8418822693419425,0,-1.0,0.05657640517544471,-0.05657640517544471,0.24412813559969937,-0.11838454947163446
2001-03-08,43.900001525878906,45.5,43.79999923706055,44.720001220703125,26.920425415039062,8456500,42.511999893188474,42.92604148804582,,42.92604148804582,43.53662383438084,-0.610582346335022,-0.7956222847405584,1,-1.0,0.023340971166039504,-0.023340971166039504,0.27316729453959043,-0.13896231028195194
2001-03-09,44.97999954223633,45.08000183105469,43.599998474121094,44.52000045776367,26.800020217895508,7067500,42.96300010681152,43.17126594492549,,43.17126594492549,43.60946654722401,-0.4382006022985223,-0.7241379482521513,0,1.0,-0.004472288852417572,-0.004472288852417572,0.26747332264095847,-0.14281311954318932
2001-03-12,43.54999923706055,43.97999954223633,41.599998474121094,42.060001373291016,25.31915283203125,8396100,42.794000244140626,43.000302164674025,,43.000302164674025,43.4946913491549,-0.4943891844808732,-0.6781881954978958,0,1.0,-0.05525604355746738,-0.05525604355746738,0.19743776151718184,-0.19017787514660045
2001-03-13,42.060001373291016,42.79999923706055,41.2599983215332,42.70000076293945,25.70442008972168,10060000,42.60400047302246,42.95410194902255,,42.95410194902255,43.43582537980561,-0.481723430783056,-0.6388952425549278,0,1.0,0.015216342576128694,0.015216342576128694,0.21565838471001997,-0.17785534426910266
2001-03-14,41.29999923706055,42.79999923706055,40.5,41.619998931884766,25.054279327392578,7025300,42.51600036621094,42.74885533100135,,42.74885533100135,43.30131971699665,-0.5524643859953002,-0.6216090712430024,0,1.0,-0.02529278247676403,-0.02529278247676403,0.18491100161949503,-0.19864967021093827
2001-03-15,43.25,43.75,42.58000183105469,43.20000076293945,26.005399703979492,7711500,42.686000442504884,42.81826232053029,,42.81826232053029,43.29381460928872,-0.47555228875842914,-0.5923977147460877,0,1.0,0.037962562989021675,0.037962562989021675,0.22989326015485978,-0.16822835784004775
2001-03-16,42.54999923706055,43.79999923706055,41.900001525878906,42.2599983215332,25.439559936523438,9820300,42.75700035095215,42.732375551453806,,42.732375551453806,43.21723562501053,-0.48486007355672456,-0.5708901865082151,0,1.0,-0.021759315389009437,-0.021759315389009437,0.20313162481233316,-0.18632713933344047
